converged,pos_err,ori_err,n_iters,time_s,mu,kappa,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,method
1,0.008622143601426196,0.0044000649651164785,16,0.0038998000090941787,3.440244884647995e-17,1.9288370585325186e-17,1.4057611348948207,0.7946309997792076,0.0,1.0322915642569352,0.4217473779315801,0.06173919148596463,SVD
1,0.008925844304736157,0.0031887970313730163,233,0.05705760000273585,0.024578361498222984,0.010894197317110284,2.470730592522368,0.7326949460243801,0.26011168217704833,0.25468342737477023,2.5674558222713824,0.0030742476179255185,SVD2
1,0.00890387460684202,0.02436238704376502,85,0.01932780002243817,4.8113930402486875e-17,2.3527240640819565e-17,1.353140997104743,2.315377749027844,0.0,0.797256142857524,0.4036499345320017,1.0906739590529035,QPSO
0,0.04187761312582915,5.0940155863391357e-05,1000,0.14210860000457615,1.7412788728398307e-17,4.650653882485927e-18,1.8060606187842483,0.14790511084184654,0.0,2.9309695779479075,1.680900314426566,2.9600942177610534,SVD2
1,0.009997647660792386,0.0016826654578294734,232,0.04051029996480793,0.03754022991845325,0.016176971668771172,2.6055416742410893,2.525331343464906,0.26181202412033194,0.24577092926389188,1.245457763126871,0.9966607603149091,SVD
1,0.006317201773266337,0.013448454723934649,58,0.016924700001254678,9.363938695150002e-17,3.581697225139219e-17,1.2252044964192434,0.9238842708216044,0.0,0.20295223776882798,2.3715345212372334,0.3873132468490428,QPSO
1,0.009489357680400523,0.021866410361045904,107,0.03152020007837564,3.507545821677612e-19,1.2948071471394939e-19,1.295539086551253,0.9002863131339431,0.0,0.2023634258662761,0.6861145443339152,0.6275081398604088,QPSO
1,0.009984620348214755,0.002554847528489638,249,0.04843829991295934,0.04931035115639462,0.013072500709928048,2.518362587910997,0.5101847568501685,0.33148177895844283,0.17282641959389355,1.1654416000982208,2.0747489504173555,SVD
1,0.009407249910448614,0.002808601533321322,19,0.002947000088170171,0.02709018580078155,0.008975144917901405,1.7783866474665686,0.820391614217272,0.20220917643955558,3.074075313466112,2.008253269938722,2.9286090887865925,SVD
1,0.009203719362698714,0.011495602062637526,87,0.01992600003723055,2.0835207570261388e-17,1.3654699929344032e-17,0.7042444045368748,1.9179616676680729,0.0,0.17953323806778698,0.6755736837424617,0.7099295605954112,QPSO
1,0.007673841295552482,0.0026658851069149016,22,0.0035210000351071358,6.592298561967795e-17,1.9785339827344012e-17,2.7785458694294074,0.5285193167200477,0.0,1.935603930266537,1.029362427021887,1.3961560795976637,SVD
1,0.0020015812641761476,0.00028375849172039856,123,0.030649299966171384,0.0001221312453452746,0.00022830809073211852,1.562143218274656,3.139595961734604,0.8948382349918947,1.6267531764567496,0.07646280632033299,0.4744102428785304,SVD2
1,0.009783688733989163,0.0032878131858242923,25,0.0043750000186264515,0.00038213860416964646,0.0002491770685823571,0.2667707075213417,2.0630481888761363,0.024020057667522857,1.156889299257342,0.8504231241714661,0.6150179090503682,SVD
1,0.00988559014485331,0.0054031363813786945,61,0.00837389996740967,0.004193018385297758,0.0038306748981467055,1.526784643352375,1.745369162869295,0.1164336911860726,0.2500906780263956,0.3194727992384175,0.41302478480263494,SVD
1,0.009986750917803619,0.005348193282497323,213,0.03077309997752309,0.027108262480789465,0.013974953789492518,0.5520782069881385,2.269854192464598,0.462367534491008,0.6271557287076424,0.16642459892080463,0.2164964820857116,SVD
1,0.008512668696058276,0.0017910392096614823,7,0.0012316000647842884,0.0014215783072320464,0.00032920196010105085,1.0758713044796204,0.2436671708861371,0.07692839264845076,1.7568332849593702,1.477486248583273,1.0758866789437054,SVD
0,0.15405351394976702,0.000700283032257237,1000,0.1852109000319615,9.319077267527174e-17,6.47125145624702e-17,0.3271396675207354,0.5083340369283391,0.0,1.2485011928523337,0.22570362546048095,1.1906123494248086,SVD2
1,0.0077750595929907025,0.0063279672375066535,8,0.0015692999586462975,0.001680859582307165,0.0004113538974946491,0.9542942423099685,0.19013602933543572,0.12369276072325538,0.021407207638643122,0.6203222085462046,0.176112563031618,SVD
1,0.005041020678915407,0.003767466713622045,105,0.023715600022114813,0.058104517893417,0.018855489582356975,1.0392431332511567,2.924561137505293,0.5392185501813699,2.6348675578729095,1.9524450893598988,1.1025890651765193,SVD2
1,0.009988536023172389,0.00490387168231816,116,0.017907500034198165,0.06648242431056162,0.01966281676291916,0.9168282894099535,0.8695295858156546,0.29647767447374945,1.5299457549253903,1.7126618559825362,0.21896011839360607,SVD
1,0.008554668799971512,0.005240865152343922,90,0.017467300058342516,0.04209757093644516,0.012395781651357619,2.8505577941722153,2.5528037444918703,0.29879882826596604,0.7167001297012714,1.0141692454496685,0.24960641135371509,SVD2
1,0.006854615495953025,0.0007325119755785408,11,0.002005400019697845,1.3208174827708142e-17,3.159557662632003e-18,0.7326344867576706,2.9847271798476394,0.0,1.5508442888356937,1.719495783156999,1.6481070088492829,SVD
0,0.05003263239096858,5.741703159987018e-05,1000,0.14816850004717708,1.693195702964656e-16,4.7975064788582473e-17,2.055087417471608,0.6050123644389069,0.0,0.22050537093657363,0.32338516612843193,0.27837666725577304,SVD2
1,0.00768864318415925,0.005928665952775382,13,0.0018006000900641084,0.00803648042024438,0.0016586931309953174,0.1773753368619313,2.98566391200661,0.900562267936374,0.5124119910886051,0.06385114394661606,0.04021640426210382,SVD
0,0.03419002222558656,0.0006451062461339694,1000,0.1467240999918431,3.7772630713896516e-17,1.2208252383201625e-17,2.617495988632072,0.780313534401162,0.0,2.390430591296198,1.1570859454314553,2.9826287043457214,SVD2
0,0.3238258427134458,0.011932232355494366,1000,0.25055059988517314,6.4346053787013715e-18,1.2330684606923177e-17,2.9846008541092726,1.4623093452626157,0.0,1.1715577922299067,1.6152973153655656,1.516294845566738,SVD2
0,0.5542982459355174,0.0015074997916178139,1000,0.19979069998953491,7.763958186911673e-17,2.5138339385763647e-17,1.7389465820784245,0.18312327038520904,0.0,0.5890978329881182,0.7883112686560056,0.6786142166690659,SVD2
1,0.009930696061230166,0.006925338203634735,13,0.0026766000082716346,0.007449847922045545,0.003201616936742957,2.2531225172697082,0.4360694130305385,0.21100156467963532,1.0028082544804526,0.407332968887649,1.4774103277030948,SVD
1,0.008760053448705198,0.006350818742277413,15,0.00251440005376935,0.0035787693969857692,0.0009643412879211317,2.918562654254588,0.46953564349077676,0.10099569015865927,3.0053475985690024,0.8873774274247097,1.8971451042473058,SVD
1,0.009998792837198045,0.005820118005810878,32,0.005019199918024242,0.0030989646851161267,0.006688020173200563,0.7401470097160434,1.439046650661779,0.1251140673300268,0.6300550052880917,0.20105477978553,0.7286974093428222,SVD
1,0.007613300254886366,0.0037940856183819216,6,0.0012353000929579139,0.013415143741892812,0.003959680431065489,0.36284312830247023,0.5589579716000523,0.2573374309424131,0.7411703325362988,0.3919612843378686,0.587012376161653,SVD
1,0.008572333123177808,0.0009566974201841063,18,0.0038435000460594893,2.1627179669186195e-19,2.054700653821226e-19,2.795133033943186,1.127870150090505,0.0,0.05807418007956988,1.4603370045868047,0.11901957041655731,SVD
1,0.009968444496067765,0.0038073861275136007,14,0.0031518000178039074,0.00012655458309789947,5.029267279021859e-05,2.1549265888947717,2.925709967462847,0.025910930147683822,0.08264384126800284,1.0758197462337478,0.44620819430271563,SVD
1,0.00925905693536215,0.005184139811418519,10,0.0016720000421628356,0.005593357960200766,0.0015572108980311872,1.732199075805486,0.05621219874903893,0.32848175465806023,2.46334980612134,1.1749588821182733,1.192182539348882,SVD
1,0.009985435825727003,0.0016758181425759737,208,0.033098099986091256,0.056821875226139296,0.02217544684854755,0.13431053039377172,0.40349969800636565,0.38064187455798887,0.1880803950917405,1.5222753601163728,2.315273930931598,SVD
0,0.08099513134851115,0.00029314436951044997,1000,0.13094870001077652,9.50880463857915e-18,2.972025864087102e-18,2.655359464716194,3.1056820419873183,0.0,1.6369987235646795,0.7953371921706233,0.7096441632445476,SVD2
0,0.14630782269949216,0.0003115530870815197,1000,0.13384889997541904,2.2704766374547673e-17,9.734001631950866e-18,2.8122565780037636,0.9837945760304976,0.0,0.06456897378560944,0.008084367832807526,0.28264904573349986,SVD2
1,0.007378007160408133,0.0057062257326612464,7,0.0010508999694138765,0.00020626083783014694,5.122504462761729e-05,0.8728892672330044,0.1171136868463507,0.10923383910493775,0.11990642553357755,0.14848583241349012,0.10604142049094767,SVD
