converged,pos_err,ori_err,n_iters,time_s,mu,kappa,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,method
0,0.4373434596400183,0.03354048958732579,1000,0.10735800000838935,1.3812624087967055e-16,4.210148427680261e-17,2.618065540503107,0.3251794665360297,0.0,0.9227418620472339,2.0516600114315375,2.4561938905882506,SVD2
1,0.008825210284117998,0.0026608538576635065,26,0.003209899994544685,0.6633996578567133,0.17304326972896564,0.8287972681389784,2.033718165281292,0.8690746174981896,2.2720676510988587,1.7626393310882473,1.1342888349966627,SVD
1,0.009877984526808766,0.004687881366587306,34,0.0038572000339627266,0.3638307373462276,0.07745318729064313,2.363880986557994,1.1632110384574554,0.7482107365553704,0.4382830847869599,0.7865177052807644,0.5651407842875802,SVD
1,0.0007192872103921834,0.0002402521914012948,161,0.028344299993477762,0.18271703843472542,0.07272093202234152,2.1468427070786773,2.77126353473329,0.9422055492108351,1.030656387316112,2.5366853015821755,2.910206626894031,SVD2
1,0.0006017077797017272,0.0001778977282687122,321,0.060084400000050664,0.4126946425261835,0.0724790663008063,1.6271803803299552,2.0342680581704253,0.71937135393124,2.313239961808961,1.1007272602618405,0.19490190848393274,SVD2
1,0.006575079953103293,0.0036705407354801285,244,0.044689100002869964,0.4268063058618328,0.06025206816143917,2.9846427426164617,2.537438139411556,0.9350693068315513,1.0259984007252658,1.033896650226363,2.1822211092142187,SVD2
1,0.009336775083988535,0.034192696351006246,128,0.021855800063349307,0.2136458019397237,0.05514240377749201,1.453711024121236,2.8771482253737415,0.9058139083941793,0.42256152325857643,1.483829435077011,2.9589975608704555,QPSO
1,0.004502929838868278,0.002265990400413144,175,0.029955900041386485,0.415175134687028,0.06313712414188355,2.589273741053998,1.0439574344820084,0.8306861237314722,0.9541060780437238,0.7698853479146872,2.3387891150131623,SVD2
0,0.23929889701219748,0.06756792429538817,1000,0.11325029993895441,1.5563593677087322e-17,1.2293359540578876e-17,1.2030415113130832,1.9270719720822482,0.0,0.10558735716310341,0.43456135392282125,0.14757563065222312,SVD2
0,0.07208486501649622,0.021680670019557317,1000,0.09990000003017485,2.6265707541621382e-17,6.999383926280859e-18,2.8365831113008695,0.41476757526896835,0.0,0.48332183269379764,2.520817301060977,0.934351115820018,SVD2
0,0.43443921840899236,0.012383753903839927,1000,0.1027973999734968,1.1543915853146708e-17,2.564222932478659e-17,0.7460754513062899,1.4677029760712994,0.0,0.3956419684679191,0.8161985029548173,0.6742041447741718,SVD2
1,0.009239840970673456,0.007184805065781594,15,0.001854000031016767,0.5065762701246297,0.07699039630403706,1.1114685625969458,1.4974888795393415,0.9082395940086178,0.8575673125408683,0.6633510494610944,2.9570314017714363,SVD
1,0.008177782539473112,0.004484904201072499,35,0.0041992999613285065,0.796574058562238,0.16997006413119772,2.2718571714732105,1.8323445744221942,0.9201630297422203,0.2056331688621036,1.341914614479741,0.12502522225968038,SVD
0,0.4393884688642004,0.06547826406849716,1000,0.10670430003665388,3.479320067434713e-17,9.9364403492091e-18,1.27709107252611,0.16280514044812924,0.0,0.9076670074526119,1.831333523467574,0.39821628791376673,SVD2
1,0.008756478158442183,0.002540126955200425,16,0.0021183000644668937,0.4204843134263954,0.14591390355937608,0.12724971469664093,0.5966504742816179,0.9867138339924426,0.05054906118955804,2.2648669848636587,1.4038459807988335,SVD
1,0.009431759300213309,0.006387023475707103,35,0.00441059994045645,0.3926737243735934,0.06426846606876528,0.4328169528340604,0.9257944657988855,0.8191556205432777,1.6904335143541775,0.8217170433943375,0.5330221790174066,SVD
1,0.00996739865856802,0.003315280105164867,32,0.004181100055575371,0.27841949840030833,0.09154197860223122,2.369829267438888,0.382238369702002,0.9885528806946947,0.18013324773441708,2.2723760037416767,0.06740002341618423,SVD
1,0.00958327795659329,0.0023427318645498183,38,0.005068000056780875,0.4190816083790852,0.09313785961267947,1.8998470593178212,0.48853146284409954,0.9481047717968641,0.7376461003260063,1.4555191195827941,0.8989055347098134,SVD
0,0.3920308361355492,0.02892399835866681,1000,0.10326959996018559,1.0435147291625784e-16,3.726361287316436e-17,0.12264086312173639,0.8834119174338547,0.0,0.23083589128286608,2.784551708174705,0.20096347199542608,SVD2
0,0.2637014623301425,0.08800212001995143,1000,0.10332820005714893,1.2930271558845156e-16,3.9699295886337835e-17,2.216471788518265,0.166179528823029,0.0,2.3652684629094614,0.34222664581707335,2.4599685198167296,SVD2
1,0.009893943205038475,0.009211639758633667,65,0.007495800033211708,0.35588436578519916,0.05213056785497691,0.40235961321853836,1.9550073945569313,0.9431739728619564,1.6149279809409416,0.44617748071021346,0.4762269458526971,SVD
1,0.009779281005953858,0.003606703462505003,128,0.012715899967588484,0.04835589705720185,0.05356831770279827,1.3863514812714097,1.4117325390827684,0.3069806210680336,0.42666146284289574,2.5951037578833827,2.1589908372950775,SVD
0,0.8089486835035558,0.04748193099537552,1000,0.10122809989843518,1.754477731047204e-18,6.336897626199047e-19,1.6858721838367703,0.35959145017923744,0.0,0.1597217390503678,0.6870679238709503,0.9308873641334712,SVD2
0,0.9558009616725419,0.027495774979667584,1000,0.10317970009054989,4.083397682765998e-18,2.30894187840169e-18,1.0614660372272455,0.7951406780973564,0.0,0.16489559167103796,1.3049772348519237,0.30571960132161147,SVD2
