converged,pos_err,ori_err,n_iters,time_s,mu,kappa,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7,method
1,0.009891051763606986,0.005345339505229744,28,0.003369600046426058,0.06965789394617303,0.008227198582669385,0.6415958835289102,2.8180523997171827,0.13697353291994263,0.493966597283622,1.0319590169758928,0.0530746793761292,1.836276521642035,SVD
1,0.006971931650357711,0.00874950188564618,105,0.027846699813380837,0.5491901815278294,0.026514497382650083,0.7185314641413223,0.596244331283093,0.6454346749261841,0.3285312956285589,1.5851927464107183,1.3730323408399308,0.476336041916976,QPSO
1,0.0007122585246600613,0.00026347687969853646,7,0.0011799000203609467,1.3006750979311654,0.09869171861738517,1.1819038632165704,2.208350916611801,2.9203941470441945,1.297616201009681,0.5768523722627927,1.0962699493314148,0.6805319940937045,SVD
1,0.008072527665726413,0.0022534691751145285,10,0.0015879001002758741,0.020268493552186444,0.029446451112009588,0.35708699837525865,2.9269965259888973,0.347397268459678,2.9904038496621776,0.36456587912206473,2.442670782870367,1.0262125708125942,SVD
1,0.005760502960006428,0.002027803431581351,10,0.0013284999877214432,8.125588547043671e-05,0.00193094894990226,2.1052920797915853,1.861224324573246,0.5644148500196313,3.133109234654521,0.8412238261781284,2.4561446866229244,1.537897316191252,SVD
1,0.007826309694861271,0.0016906859569550898,17,0.002166499849408865,0.2123338285334447,0.03210272261517255,1.3291309911619456,1.1541574104817913,1.9079556062610188,0.22335509796507758,1.9713366511432113,2.7858082250721696,2.6634914425860754,SVD
1,0.008699771961186906,0.0019214479184809516,15,0.001864899881184101,0.055346827002433305,0.024938789317157994,2.4620780895693395,2.952641191227273,2.472176563229643,0.22183655837907337,2.3875614390980466,2.7425499387153653,1.182663668494282,SVD
1,0.00958312063461715,0.0010799161898700155,20,0.0027805999852716923,0.013061586611655181,0.021619140360477872,1.1843987345982443,0.5649554988462882,2.2495134607674796,2.9759552891698107,1.7263197898960134,2.6729497826868736,0.6122948883700632,SVD
1,0.0033988391803998277,0.0030094476400276534,12,0.0018089001532644033,0.2829933050480319,0.03704573235393139,1.4119556843589454,3.0957477571220204,2.601130200210916,0.5496202664402285,0.85171642750413,1.9459351292318106,1.3719633562001126,SVD
1,0.009010267044081883,0.002303770779239248,11,0.0018125998321920633,0.18769277984876276,0.034780345677702634,1.3901270043807805,2.6914760010816168,0.11601682421810766,0.27586382370618345,2.043565510983626,2.660581142164185,1.7795266146376347,SVD
1,0.007588785911340239,0.004033337746753941,10,0.0013280999846756458,0.0507597806112626,0.03248804780415902,2.6909309337230294,2.6847882909648373,0.608232079579599,2.9363107101394768,0.4270398425779738,1.3759365193004864,0.8899212642145247,SVD
1,0.0052235238927217315,0.0023426554144558324,10,0.001613199943676591,2.8834289098417262e-05,0.0010283504872609878,1.6946212656360269,1.64378724508885,0.16718602633071455,3.137055555504933,2.873649728194466,2.1124947567074406,0.6739896905175362,SVD
1,0.009359351255134585,0.0012879118270549246,12,0.0022423998452723026,0.0093433434008214,0.023383072326389285,2.889938797791439,2.171399978337706,0.6180133232854007,3.0332170748545852,0.9199648238069483,2.796423717008369,1.576862958472928,SVD
1,0.008823909870447745,0.004256325539114068,26,0.00462849996984005,0.020013174861649923,0.029711643823838566,2.455940435359881,1.7052299361007033,1.6673845733702084,3.022375177888563,3.0487558326910573,2.6481350125802363,0.8037345183645841,SVD
1,0.008047066279096784,0.0020288651719688427,13,0.0018432000651955605,0.03533523813014094,0.03953886864594387,0.1081125619534431,0.5437187825259606,1.9343458009142722,2.8758936819893663,1.6908425676825454,2.5202937964362846,1.8390303159424162,SVD
1,0.009779307047785832,0.00117109691274656,56,0.007525499910116196,0.0027340886515975133,0.012188287367161604,2.739448237648368,2.5041836835467226,1.8379861799715882,3.070276132625219,1.0824462377584583,2.6619903772998974,1.874877672070184,SVD
1,0.009952427047313826,0.0024261344787405055,18,0.0037797000259160995,0.005035535691581434,0.010409636757092245,2.8729353917094187,2.8248332397140286,0.9585029164236585,3.0494972989061537,1.4412946512979037,0.7231145828729026,3.0522199092311713,SVD
1,0.009997552780550924,0.0035181182978767053,35,0.004826799966394901,0.0002054940974350801,0.0022737123613696475,0.8612405677454515,0.5876180735492779,0.4940645330233622,3.129023017771124,1.7345777220691494,1.6036524433094543,0.6943356167497052,SVD
1,0.0011954612740859736,0.0009807550847717793,25,0.003413200145587325,0.7662717349564968,0.04554235095803539,2.612505455929963,2.0487922614233565,2.9141906479028847,0.8232185096524889,0.3701596198210533,0.13774277937523394,0.4830297399975895,SVD
1,0.008890457717753342,0.001992975362253526,36,0.0043212000746279955,0.004785826985907935,0.01614762656838809,0.7538277862339808,1.3117035555724375,1.610059578484078,3.0707955653163737,2.317792422267429,2.9335490766866545,0.21499131485435805,SVD
1,0.007096528713541538,0.0029710040017588784,7,0.001581300050020218,0.24859453722128658,0.019968205156847177,0.480158846231212,1.337230205833868,0.6050423779907779,0.3305782729288129,0.6436888673303494,0.3211607538521455,1.9761284065114515,SVD
1,0.009951476743932267,0.003071460050212409,13,0.0016519001219421625,0.042867366943372634,0.006302362282206462,1.180689303556014,3.127752064640249,0.7933475154803276,0.290147310616943,0.27900842244413804,0.5947015698394553,0.11235863083369992,SVD
1,0.009940982780830792,0.0049448168449932476,46,0.005210899980738759,0.0014479905742672175,0.006806251217423025,1.6278537447108925,1.6042911383774845,2.1598892258624414,3.1094893524651455,2.1411926225012525,1.4365261980781234,1.1049352782147634,SVD
1,0.002402494511438896,0.0012938652257264854,28,0.003598699811846018,0.37623650034677975,0.03644996147466224,1.723639879138553,2.0271711196494815,2.934062124287619,0.466914626344324,0.20309052017236606,0.36580562532035227,1.8751096589790652,SVD
1,0.007681600979907031,0.002377456672424205,13,0.0016562000382691622,0.37055077262449193,0.020519980238439407,2.699937215162084,2.4345670396729115,0.25014792328000546,0.23813511724161796,2.6604618697070253,0.97262724677815,2.508093939622044,SVD
1,0.007201400140553608,0.0031259813120744486,37,0.004667200148105621,0.5791775178746721,0.034096406972434795,2.4116790859225974,2.644358817502663,2.1162132908052005,0.41313835865641435,0.02137650337922592,1.8494034022871695,2.408151819833394,SVD
1,0.006100203897797003,0.002205983236319254,20,0.002735000103712082,0.4160332089987533,0.01844634831035353,1.0745147331754268,1.9528914751430997,2.0976135220303274,0.22048690614766997,0.20011006475481352,0.7680540667114593,3.065662346287098,SVD
1,0.0021659308197048573,0.0003986383491311431,12,0.001859900075942278,0.0012854503410246307,0.0005056409733384104,1.1512818163066478,2.7755317392303565,1.2111738933626384,0.050887036639723604,1.6708605659672382,3.11576921591349,1.0525657033372484,SVD
1,0.009622668993725374,0.0035806201374078534,18,0.0024385000579059124,0.5498861911645556,0.02262032714111802,2.553498112669341,0.8393052510552605,1.7857986695109185,0.26449761469014715,2.665582624972537,1.6254615129753498,0.7689722574540889,SVD
1,0.009518378529931454,0.0006574758276422104,16,0.0034075998701155186,0.007282537712938034,0.01045373396678983,0.35376570612436353,0.09825407911142081,1.0405355143665949,2.933842861114969,0.11299521949099976,2.9990809409453103,1.7554813962986915,SVD
1,0.007710177643509435,0.0026645979340290432,21,0.002751199994236231,0.014300845090864853,0.01884470162989079,0.3515620945506823,2.101393141355638,2.0417976558840008,3.032878149898147,3.0970483891606584,0.1359787688033429,0.6777601148284846,SVD
1,0.008367546726654419,0.003928368154150332,12,0.001606399891898036,0.3344401499507498,0.027424530066880313,1.77455502816062,0.4398168355930725,1.2878462195154228,0.3145395393633268,0.6504168828007186,2.0430746266557653,2.7058303709432296,SVD
1,0.008777373841732017,0.0009413738964370222,12,0.0017922001425176859,0.045506244039984364,0.022148540530095105,0.8550228364550447,0.3012637587353564,0.587368956383489,0.2588358992477984,1.4704431133429472,2.8888047094669957,1.2191060906217863,SVD
1,0.009233342882432275,0.04972493248879232,140,0.02884369995445013,0.4549908373670648,0.026012255259082566,1.3783752919362573,1.558486114961035,0.874735896289295,0.5732482297990051,0.9598778946259046,0.3590728752097196,0.8431980762729214,QPSO
1,0.0029811697629962114,0.001204775544855213,9,0.0014784999657422304,0.18125168073735215,0.02027994264117286,2.4965460888875697,3.012239012285127,1.582195315230658,0.9987455834265679,2.1697982394874495,0.8435906044565242,2.5948531593703326,SVD
1,0.008720784990005474,0.002427908524335665,6,0.0014579000417143106,0.004292865290368177,0.01152742132825832,1.1414725125880647,2.4141025124513673,0.7161647638430213,3.0780249011256657,0.7747719226026724,2.2124753290010544,0.9010427378385432,SVD
1,0.008209153091242032,0.006711759004206003,8,0.0017827998381108046,0.00011992099042741875,0.0019383254046999928,0.6428314187312982,1.4477485693269534,0.5413753584347196,3.1323703913029277,0.04063368487978236,1.8669492166429187,2.380560423750838,SVD
1,0.00228089153508999,0.0008336487481181272,8,0.0011904998682439327,5.703760019896752e-05,0.0013218935890296126,0.11646866165657688,2.378363562838434,0.7577639718482008,3.1344057465471717,0.766244488840234,2.132267680727423,1.2220328764112764,SVD
1,0.008282786255997614,0.0033489602277033833,24,0.004064700100570917,0.3068911598507393,0.020931199461943942,0.13996865735826614,2.612119125880615,1.1388838732466477,0.2462385344011091,0.6814406913727575,2.0155717626209118,0.00255266408159871,SVD
1,0.0036762331725279634,0.0005139077722767593,3,0.0006450999062508345,0.7859880914516097,0.030019734332112216,0.1875051194301074,1.3052401184329658,0.2847550477875953,0.30520620540839705,0.29554953707161147,1.6660982508897746,0.16072640306788966,SVD
1,0.007050981986915744,0.0016405545387757666,10,0.0015010000206530094,0.2889283886321169,0.02825976074663316,0.5170737908512679,0.4498736722513548,0.43347878097561754,0.3475656242754077,0.5490816988106255,0.565312120717365,1.9305153334601926,SVD
1,0.005922625633142925,0.002367065841432868,37,0.004484700039029121,0.028393986905719322,0.032836456299288184,0.6560973046005012,0.8673942268388792,2.6718728908129634,2.9842618449684934,0.5827699477674915,2.3449217417846904,2.3315211174632475,SVD
1,0.009563783346247025,0.009377545569048353,16,0.002386499894782901,0.0007088396941767611,0.005519152610306927,2.15593664748706,0.9995344332484533,1.3438343023737733,3.117036206781231,2.974339748924919,2.6828269961880875,2.383332644524447,SVD
1,0.003807434584828927,0.001162132295542176,292,0.0704991000238806,0.6681016635672272,0.028478336394983816,1.6110519153929663,1.4223097156614786,1.4112231499623844,0.3680817408369892,1.0612565335521698,0.6911051032900671,0.7240514396064999,SVD2
1,0.007192743140851128,0.003792756809917905,14,0.002310400130227208,0.020790288544826046,0.02717904890344673,0.2974733065318209,1.035209839070749,0.11399874425944168,3.0176911081121744,3.1155497915463024,2.282875685770918,2.070774435768433,SVD
1,0.00650838109933931,0.00332678310709587,14,0.002489499980583787,0.005618237831308693,0.0010610852570537013,0.34747562662241194,2.2603829973179907,2.775206656645222,0.021545150278530215,1.7203275734132217,3.0204919690400867,0.03951613154176269,SVD
1,0.00788816192987897,0.0019313646129523884,37,0.006996900076046586,0.18214742474976903,0.018982698146751752,1.0823978251068214,2.5734405405866796,0.2657587525811116,0.26078122456924824,1.8675675849908397,0.5112569686773529,0.06585419715972707,SVD
