converged,pos_err,ori_err,n_iters,time_s,mu,kappa,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7
0,0.005215657790142581,0.006856938094967816,1000,0.18692520004697144,0.3724670195557429,0.12625780124040462,2.0871726597365523,0.6891981096632342,0.3043051217458626,2.5733780654441887,2.722672938372085,1.6771533011228907,2.4938517220497403
0,0.01351540582845335,0.005392123034373908,1000,0.2010109000839293,0.47438080119506926,0.1258659121129849,0.6690506198934436,2.695939956523276,0.15006134735812982,1.9142636584856518,0.6664033769278568,3.0254960919992016,0.26347844016544464
1,0.0007893883436815163,0.001820455985948072,439,0.08913660002872348,0.9063361201883245,0.1836654407644438,0.9585768007011177,1.3811177144878908,0.14734393313521643,2.283975800113522,1.8728235687399857,1.6816191484760752,0.4720878933009512
1,0.0009371600633227667,0.001570286289925877,262,0.05057580000720918,1.7798826245129828,0.16173305429041293,0.11886528127774465,1.4574650633230186,1.3151132807798582,1.7979677094402575,0.2546416695457152,1.9320336769781437,2.389817583042487
0,0.0018006833199572182,0.00376075612055936,1000,0.19645439996384084,1.5065025625426518,0.1694365794815116,2.2352151373897016,1.5628541850272768,2.9548238344175832,1.9335312646366791,1.7941245641530799,1.6075904710141815,1.567801481402876
0,0.11348425029930198,0.001542316738989563,1000,0.19556730007752776,0.03839286596860664,0.007853360030895576,2.1876612562658746,2.026136681726678,1.8339199088917377,1.5120286658862288,1.5930766771238796,3.1321841339518013,2.351607332086844
1,0.0009603970157072769,0.0004107550517014758,154,0.032525100046768785,0.5257844337901939,0.1473758649954505,0.20547931326490512,0.7582303742733325,0.04153026422000661,1.4207529949994555,2.2252563044917704,2.954053038005018,0.4923925450008273
0,0.05011619767801896,0.08584134578274828,1000,0.18523359997197986,1.5673541204096424,0.13850247838726157,0.7011623075799247,0.5145469221596457,0.3819152039911829,1.1303583691077748,6.911189676106488e-06,1.8830241010320208,0.8926313562098236
0,0.0037098038728115407,0.00264812822512867,1000,0.18471639999188483,0.285960850237104,0.11278634937107161,0.6461275891055394,2.3968965089457583,0.2557899965651469,0.6107119452788828,0.13031473138640415,3.01095857143041,0.14934383449560507
1,0.0009666936804815419,0.0022077438586051564,352,0.06730330013670027,0.6795472275607976,0.19566702300211594,0.49320955605102057,0.8339548663471384,1.075601873767428,1.3848059556642875,2.3948154408046456,2.7616533643819707,1.2360857099526612
