converged,pos_err,ori_err,n_iters,time_s,mu,kappa,dq_1,dq_2,dq_3
1,0.0008256323831841501,0.0014201329258651902,29,0.00404770000022836,1.0743530348893895,0.15213786826921752,2.0065634340446743,1.845944144513334,0.25478533279073856
0,0.003800436361683997,0.003107218320245619,1000,0.13295580001431517,1.888317928714978,0.1702787475405906,3.0610066102511255,1.0442630577753915,0.5163159183497203
1,0.0007058168546243022,0.00036736683659134047,28,0.004450200009159744,1.8914285578703205,0.17335241715957753,2.474901096414941,2.619686483608799,0.5501113305144214
1,0.000445605876795807,0.00031048007209291077,17,0.0026268000074196607,1.2800776612958211,0.14893129207492722,2.1049004512866696,1.8779958377710262,0.17682511389718591
1,0.0007284975152317977,0.00035514973010034316,46,0.006916499987710267,1.7244144178452065,0.196125604375078,3.012459609899776,2.5257060043738657,0.7655888693472446
1,0.0008600791844320007,0.0007131754967900749,24,0.0036294999881647527,1.260356773741052,0.1862173156197468,2.4074167686119714,1.0320883011947783,0.6776690623135893
1,0.00025713619258558717,6.204899687020452e-05,41,0.0062830999959260225,2.0448679692648883,0.15158318643873983,0.12689802610999923,0.40306089964497355,0.24300502082339825
1,0.0006824639654976009,0.00026364876659244415,28,0.004503699979977682,1.8665567054321903,0.15682380294144851,0.6173395704395244,2.2363781332721144,0.3393786854800039
1,0.0007137215115170729,0.00026029172378776123,979,0.13724470001761802,1.8242696206756162,0.14697578005730025,2.186852205512042,2.3784395855926794,0.10510287154050424
1,0.000610094452544425,0.0003865904905795927,28,0.004696199990576133,1.3125104428953724,0.1818927916065489,0.32987125633191283,1.610726319542664,0.6368341475108537
1,0.0009785792079279139,0.0002791176457850611,38,0.005919700022786856,1.8530081756600427,0.14600295537960253,2.822287533585893,0.6605215690150361,0.032746992178097845
1,0.000926456054247681,0.0010828115603059043,35,0.004926599998725578,1.2332312210172893,0.1639709308360095,3.0575553202596044,1.6282879585611938,0.4408000808462314
1,0.0007636650130837302,0.0014038832222997896,21,0.0036515999818220735,1.0768062002805827,0.15800450494368903,0.8529844837399675,1.6575406256795422,0.3578339474633241
1,0.0009067505569417377,0.0008139935754072702,36,0.004975100018782541,1.2955206395058956,0.182259128326391,1.463930663854101,1.5098666927850173,0.6403627702361437
1,0.0007458705648894694,0.0008664466454677015,28,0.0040237999928649515,2.3270365771325534,0.1569782527685544,1.474602607895097,0.2355970637440663,0.3418427362494376
1,0.0006112704463981343,0.0003102545207580279,32,0.004899199993815273,1.8583790090525425,0.17893175103825248,0.8898354375530606,2.6004692791501194,0.6077874422759244
1,0.0006527302307507703,0.0003972948451739163,54,0.008502300013788044,2.197248864878393,0.18996474487274095,0.9586419828437336,2.1827276336863903,0.7117508862362687
