converged,pos_err,ori_err,n_iters,time_s,mu,kappa,dq_1,dq_2,dq_3
1,0.0007874637328960874,0.0015221659390261084,24,0.0037632000166922808,1.0288685201685956,0.38647270180786747,0.23412536558410402,0.24279745176937254,2.899096924127022
1,0.000689253544343455,0.0006691027179761617,21,0.004793799947947264,1.3232981675749627,0.39659135177327026,0.5025936437423839,2.0273079400681357,2.431651112305654
1,0.0004389876771739369,0.0011985807083493432,33,0.0076627000235021114,1.0336861883172577,0.3847826805980519,1.4467294171769378,1.208752736184036,2.954041169637221
1,0.0008877176964925025,0.0018042859946685436,15,0.0036970998626202345,1.0210194449900065,0.3853667030561798,0.8349642604773311,0.1006732543486013,2.9339973585662955
1,0.0008803130055656154,0.00013773524484205014,36,0.006681099999696016,1.0812723101357904,0.3908761664188936,2.149605652219293,2.7746888187032654,2.7753308308167988
1,0.0005184042691777702,0.0010441453281122097,28,0.005014500115066767,1.0822939467086607,0.39168340824192144,1.9980524106993656,2.533620711268149,2.7526836172744513
1,0.0005623810573671282,0.001868115645029997,34,0.007752300007268786,1.0321975699500048,0.38647903004789447,0.9795201098798532,2.903206235390374,2.8989057316895757
0,0.0011197162118042354,0.00019829474923693382,1000,0.23004809999838471,1.4242340615161486,0.3917378983711086,2.791877238180548,1.1328671045832488,2.2834090884155946
1,0.0008024208846694713,0.002356396726290155,22,0.004378000041469932,1.1416661071527572,0.3966942322869767,1.3733193849529748,0.2394436976946759,2.559489600664058
1,0.0006329720271769982,0.0007972646689896063,25,0.004215799970552325,1.1477654265096209,0.39180328295817574,1.1338423181008128,1.505817526409082,2.749270333002362
1,0.0008585214681983925,0.0004253558357915148,25,0.004207999911159277,1.1953407840677575,0.39453051481198376,1.3180653831597389,0.8720586793609764,2.6640465133907623
1,0.0009856514662561517,0.0006391374922988282,18,0.0031544999219477177,1.0472861451803055,0.38834840576241214,1.823630276942347,2.6392777992435263,2.8450010584999625
1,0.0007717778989746358,0.0010366746400882136,20,0.004082100000232458,1.1402763370100644,0.3920898249212274,2.545322950565617,1.8182839193982747,2.7410437185535184
1,0.0005903585413990878,0.0005258058937421999,29,0.004504600074142218,1.3221364756577572,0.39678124098335804,0.3887876080972905,1.9532165045521284,2.55192245129993
1,0.0009366704622198911,0.0007292722816964088,59,0.009669099934399128,1.3053532575394022,0.3967868155065931,0.7286885026207917,2.0597560071157535,2.4465146534363926
1,0.00068380262217925,0.0005574769461777102,25,0.0038943998515605927,1.4065787829283956,0.38461245803669836,0.4014863408987237,0.9542121529778083,2.172240791393765
1,0.0007607977220888371,0.0006330678794491003,26,0.0038395000156015158,1.0649648067432496,0.39118685217512644,3.011249046068457,0.20534623916182326,2.766674714263571
1,0.0005984661494704913,0.00040900144017572495,25,0.00546999997459352,1.0210882321364356,0.3845606693448106,1.2575660915998275,2.626028985391235,2.96207340059192
1,0.000811319477974902,0.0007394247442240532,20,0.003266399959102273,1.1156489656993045,0.39125046052880513,1.263541368049915,2.353007079485897,2.764894201998497
1,0.0007377999078744374,0.0011499076810433902,25,0.003639000002294779,1.0285079051057362,0.3859033795763573,1.9264915457113423,0.5140268226194733,2.9166564214476365
1,0.0008506017160024964,0.0007057377503944731,26,0.005060900002717972,1.3724577600139924,0.39290097824427256,1.9552617413578917,0.19501871658733094,2.3077024218496875
1,0.0008659243466153676,0.0008923775746476528,21,0.0037503999192267656,1.1249432888908426,0.3911809375882996,1.495258500336388,1.8010260837809426,2.7668401192026044
1,0.0009007360847331273,0.000761709070636358,34,0.005158400163054466,1.3432112838667614,0.3970519811832289,2.6718121858642,1.586657104175722,2.5137619233772748
1,0.0007496866445920938,0.0010216551570471485,223,0.032901400001719594,1.2000116985823877,0.3970772434199337,1.6296055731165033,3.0610769594464644,2.5003862574277473
1,0.0009974695495225145,0.0010081927151426458,25,0.004663500003516674,1.279411239090756,0.39706235537008855,1.5096757038738122,1.9855651214721206,2.5101975367517624
1,0.0009455122691603721,0.0009522962124389522,23,0.0034626000560820103,1.1202323198893942,0.39542073906880826,1.4708829556847638,0.47446777039129495,2.629641455981229
1,0.0008370652815717208,0.00045222313038378306,29,0.004620200023055077,1.6100625233989003,0.39141160695574856,1.9296024142762556,2.2997433079234657,2.2770869768981523
1,0.0007713364516485555,0.0006119165836854954,27,0.0049646999686956406,1.254519534967811,0.39649886336572393,1.0431750937486095,0.7120475704778686,2.5739563612191727
0,0.001913729603465558,0.0009934015528143569,1000,0.15147949988022447,1.2962182790886143,0.3921788182825641,0.3878313547272114,3.0544415295379554,2.2922696532594253
1,0.0006341291182591566,0.00046216903626727126,23,0.005345700075849891,1.2436236698682475,0.39611046455625776,0.9979983733258857,0.004487939684087561,2.4049658341796785
1,0.0008697834362049116,0.0006538494594865092,27,0.00730450008995831,1.2317053827907423,0.39707701758868547,1.7710495396321835,2.8861047448051274,2.5008112611996722
1,0.0007467904932348354,0.0010346492012355945,27,0.007160600041970611,1.0445646088436424,0.38565836400762044,1.2413022754300314,1.7672648473643746,2.924464663584984
1,0.0008520591099540559,0.000657779804963142,21,0.003763499902561307,1.4009925397776715,0.3969025782104727,1.3148470722398393,1.55611322512185,2.457947628595009
1,0.00040793536489920087,0.0006433682945677409,23,0.005080400034785271,1.0892179895142786,0.3885619388677759,0.7859134779103445,1.5326295949017323,2.8390639208174133
1,0.0009320777087563302,0.000668880658299686,39,0.006859499961137772,1.0429228146457536,0.3880044984391526,2.0450797043510853,2.700914675740952,2.854628574000484
1,0.0009818321266122816,0.0008024680057831666,23,0.004191300133243203,1.2385276611317901,0.39702182154944976,1.3430163029927877,0.9878359113058196,2.5212229943353215
1,0.0009115013435365465,0.0011350486271301064,25,0.004512300016358495,1.133969749720691,0.39640119801154305,0.12095281473347043,2.9420328869988537,2.5803203928913714
1,0.0009501022015949419,0.0005954264704500138,25,0.003975100116804242,1.4976389544668454,0.39567597522504594,1.406562263270776,1.7669418479369536,2.386410178144775
1,0.0005550470667981379,0.000580142738619076,22,0.0036842001136392355,1.2027895611783541,0.3951858924199208,2.716675214877565,1.8922953556714424,2.639317938059738
1,0.00048124215451950125,0.00042179213981839643,55,0.012017699889838696,1.2200093742898002,0.3947513674061918,2.5882309038437814,2.0119070808521355,2.6560256377738924
1,0.0006015065985581412,0.0003177947549345105,28,0.007288800086826086,1.4450896130026571,0.3938626920895511,2.7066148042780434,2.6687657323253795,2.330544665875923
1,0.0007089167295878531,0.000693001471910968,20,0.004398199962452054,1.269197510667313,0.3970287404168255,2.928565738110679,0.3435828365778653,2.4767379023223506
1,0.0001650327482591276,0.00010088306578917907,27,0.004538399865850806,1.6532158019407492,0.38712476683249986,1.484896120341907,1.5525912335276084,2.2066151733035757
1,0.0008722412631055592,0.0003115930530429115,35,0.006690000183880329,1.3588185281245109,0.3970593726403331,1.6788329967603586,1.6676208130526318,2.4849723320622243
1,0.00048448504853480117,0.001117302221153476,23,0.0037836001720279455,1.0246522227730779,0.38568990376269185,2.1793073548360296,2.7808903371922504,2.92344988394786
