converged,pos_err,ori_err,n_iters,time_s,mu,kappa,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7
1,0.0005476781118203955,0.004395773944790491,588,0.12103820010088384,0.38655231430322246,0.1527957035450568,0.647800610421624,1.652092348302749,0.5146805626522828,2.5769491308399393,0.04620934082752903,2.2924113294187616,1.9099046125385053
0,0.11840117879892124,0.04324035257063473,1000,0.19467090000398457,0.47782678506900256,0.1474913682869217,0.6796856775453866,2.7545640058760927,3.0955919453897494,1.9769163766733708,0.2644230291161649,3.0210158099290165,1.841298216219298
0,0.14392910288353836,0.3152578272921734,1000,0.22536659985780716,0.06990102459461707,0.03369724542245881,1.2399682276797452,0.17774430381126516,0.8210319678661828,2.8597814575403473,1.6545668366368085,1.214307230841948,1.712211935855875
1,0.0009235565692186079,0.0036854124200085816,142,0.029839999973773956,0.8925215860524938,0.06592150754843108,1.9662460969909734,1.0135389466995468,1.670917877491908,1.8073695084553183,0.8243439906201369,0.20622594143274098,0.23970701138009431
0,0.10600684595537022,0.20749854352192632,1000,0.2916887002065778,1.86845994031097,0.16108191206878153,1.3377306756608365,1.6856435241609495,2.880540542737655,1.5093665833033754,2.057274840792468,2.0991236927208163,0.8293835108471957
1,0.0009966704423479723,0.0021657159635227814,264,0.07494609989225864,1.4135048875274216,0.2424236951952988,0.7530387746954864,1.1195638379196717,2.287276784755465,1.632709710070122,2.196588068905527,2.252911507859817,1.1693631468417196
1,0.0008421439855226999,0.0037438537680950365,101,0.034279000014066696,0.980342679929591,0.19934284657484622,1.5790228155894077,0.6775286383036985,0.05747791077777409,1.4294288634554952,0.835503714026987,2.251260702120522,0.613357235893297
0,0.005911839147703456,0.004544338146533208,1000,0.25795609992928803,0.8181461568215684,0.11131050300958432,1.1513833801435502,1.489815961995322,0.45008884592636805,0.7830472881617966,0.7697948043838049,2.8806885470754335,0.4153453050199376
0,0.01578642460367597,0.008696797664689265,1000,0.20062420004978776,0.4530183273357079,0.10580346022418993,1.1321277986802984,2.150631823920264,1.5183608201391874,0.6704618780928655,2.6182083332756942,2.784948282526389,1.1610944907573213
0,0.012292014848342676,0.00923161817027041,1000,0.19943430018611252,0.2492453016320348,0.09126549338113686,0.5698049394889795,0.08963307725731307,1.1747212436420966,1.398994908981397,2.4049356910036517,2.7398958618955023,0.5787274478293715
1,0.0007003137431959545,0.0022662557543875754,67,0.01507379999384284,1.8846481879973274,0.11065441334919879,0.9661199087387953,1.4728291262335667,0.2614335882617542,0.9177763245500827,0.8626936393469067,1.8694107958218975,0.6041998576797627
0,0.0280813671995167,0.09037641453671713,1000,0.19233620003797114,1.2249181823404418,0.18299319945321652,2.1780190061383546,1.9698751787177011,0.37373062055868367,2.043024983775771,2.755194020549725,1.2962309110297872,0.9081207188301912
0,0.03253588839266702,0.06907872359961159,1000,0.1938078000675887,0.5815353990439185,0.13303210231140386,2.4404877796262863,1.8238906824427195,2.835545663172437,2.47295005625923,0.009017211844350113,0.5344589059713174,2.169101958778503
0,0.18111364158939688,0.3374486386510159,1000,0.21277850004844368,0.546499814999027,0.12801536034312652,2.626881788815232,2.2141821322505253,1.2022586275481204,2.4351457163104304,3.08055024013505,0.7183949351626708,0.7818616661540094
0,0.048406853363189575,0.09374010784445756,1000,0.2481209000106901,1.7808197903739473,0.13750598557550323,0.30568864448151345,1.0315101644491929,2.111487639395836,1.0983158754151887,2.924944952595201,1.902536621508169,1.209746789752959
0,0.004486546347937656,0.00781985344898229,1000,0.20058900001458824,0.7310016127390017,0.14650573638822326,0.9649153528797108,2.5262251599896306,2.3383838961953005,1.3330703901608059,1.9033939477714197,2.5919976075277544,2.0984391470158994
0,0.0682653440414162,0.06139594739120425,1000,0.18666959996335208,0.9766979523325543,0.1770919732326512,2.285096816809861,1.0420373166785435,3.0552911344717835,2.2625043242627303,2.2058723982637956,1.340700407382407,0.6307179967172276
0,0.042680704761395266,0.035609425455111456,1000,0.19425350008532405,0.28041807363045196,0.05294559015255503,2.7650437019767473,1.1392225169873047,1.5290451295383127,0.5379727716326057,1.0717136546416564,2.8858085134500797,1.763296393286284
0,0.00417865162048268,0.08494087934371218,1000,0.19486140017397702,0.8710198299144861,0.12104311972468156,0.3431424307175326,0.7941722211856579,3.0203814706553582,2.1578574457188324,0.09909712466042551,0.460230908897028,1.693406014327004
0,0.08579900598031487,0.07454451773254463,1000,0.18683729995973408,0.41074059015787756,0.14639182651015842,0.25603448903050774,3.07139787091012,0.4094978915536469,2.5012164798186673,2.3790960500791143,2.0758979833625197,1.869054340244846
0,0.05629398790839453,0.049049097171610066,1000,0.2346939998678863,0.3158641901706037,0.11237853163781249,0.8911818143714205,0.380094258058258,2.2742416604930646,1.687161934700777,2.2510899995452385,2.9839532283448076,0.30736160432396264
