converged,pos_err,ori_err,n_iters,time_s,mu,kappa,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7,method
1,0.00023299767889328182,7.309987742869257e-05,8,0.0016109000134747475,0.3724319007218511,0.10784908104914549,0.5952116026533734,0.8719441573038469,2.6217686743451587,2.576410991427601,3.0603784048335436,1.4197814903282264,1.6392161955199533,SVD
1,0.00013825045118807673,3.7952098310587825e-05,6,0.0012496999988798052,0.5484246977663887,0.16514638202758178,0.8113675110103653,2.69845167359291,0.01848926516621985,1.9313481493627325,0.18837081920647725,3.057476169260708,0.6967027755389266,SVD
1,0.0008517963520440868,0.00026345951471931834,25,0.0034337000106461346,0.8497365468600205,0.1542412503130566,2.960479177861671,1.6894508376392647,2.5560794581287984,2.2856937319270907,2.401366069831573,0.9631485092976169,0.9298072964837951,SVD
1,0.0008192565483719248,0.00015376951464704847,30,0.002873999997973442,1.7807348410681478,0.15747381072736524,0.347103532848251,1.909531952498011,0.8791129874645573,1.8009123970968197,0.34813803569155466,1.9081457292625998,1.8551723569061715,SVD
1,0.0004885740842497351,0.00014620628614083598,10,0.0012005000025965273,1.3058884076075932,0.17888733066435483,2.3056828480166187,2.001934847775395,2.4289822767770937,1.9452380877765814,0.5408014709210849,2.2801992028862803,2.9639127545129815,SVD
1,0.00016238019339727538,1.541818982595347e-05,8,0.0015348000160884112,0.6857657848632648,0.17155440362896418,0.8756207786611472,2.2008841622769975,1.091326312067192,1.627860600420325,0.8821987445701902,2.9423755520796124,1.2650771044384528,SVD
1,0.00038418825731166177,0.00126881937414603,128,0.02572509998572059,0.8419706230624755,0.1931709114642259,1.2506054617295224,0.6886477916511913,0.07733206363786094,1.4230870672916813,0.9496403921104015,2.4148032874183194,0.4374428780484108,QPSO
1,0.0005100953793811921,0.0002853270497281742,16,0.001964100025361404,1.2655785344022348,0.11267812666561933,2.1963023218028415,0.7355283661702723,3.0867117168007088,0.803821079964048,3.054569932022238,2.134519941235242,2.309256829727392,SVD
1,0.0004177787915853533,2.979286046589233e-05,12,0.0014789999986533076,0.3056841575432249,0.07491159701337648,1.025543653004577,2.299949867218567,2.180808809197954,0.6182845696060659,0.6109662415697974,2.905439989507845,1.585389712211727,SVD
1,7.827397564012719e-05,7.799503404474789e-06,11,0.0020889000152237713,0.7296363062410335,0.1967296743582369,2.698594670161568,0.9017520300200665,1.019297770747115,1.3861426569422992,0.782929822345054,2.707589785157781,1.0972533665495643,SVD
1,0.00036238913840432914,0.00018504506728635336,29,0.003647999983513728,1.541983095736604,0.11850997475456485,1.5176935318209344,2.1793761604123,1.072269904660148,0.9237653763540914,1.898275365369797,2.0458721574559053,1.5380550544940126,SVD
1,5.4324305247684006e-05,2.5867789671184523e-05,9,0.0013898999895900488,1.1497844584868684,0.20395903170854313,0.8347470068444149,2.5952695255639604,0.0036893145816909723,1.845325917161455,0.7520094213177364,1.752578073359817,0.3569235914129876,SVD
1,0.0001399680931244224,2.5790190299146577e-05,7,0.0009083000186365098,0.3363148399454281,0.12149013400669803,0.5233314468615724,0.6467645902845187,2.940050002105279,2.409367013182778,2.56786641191638,3.004121314363901,2.4599079870160523,SVD
