converged,pos_err,ori_err,n_iters,time_s,mu,kappa,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7
1,0.009989661238109161,0.017191350999921248,444,0.09983570012263954,0.08491064449214247,0.01162413165940385,2.0384147775619557,2.748501165215197,0.9523967731836342,0.4792664509301065,1.2387192556335993,0.10798634839544796,0.3115739107458477
0,0.02574934615501059,0.04908212932041134,1000,0.20735609997063875,1.0105115164190153,0.055900898126188404,0.2660086812316642,0.5665743646927623,1.3724834829545927,0.767824481850826,1.1881136701128483,1.4015759385119821,0.29850923594479983
0,0.10457057360098525,0.19383709394457924,1000,0.21152799995616078,0.022376962549270456,0.0016562105895799463,0.8600131403696762,2.9518282211533347,1.4737905453291231,0.04561332422030073,1.184336580599674,1.1591551082769813,1.2756294929179361
0,0.03734510706570072,0.07819660878534986,1000,0.2362386998720467,0.03138708044551852,0.01707459414836491,0.870784483514619,0.2523968173788038,0.366132018149397,2.8270535415604865,1.7553263688326695,0.24902109508527023,0.17204914399636184
1,0.007572111861730856,0.021151229147904592,193,0.04281060001812875,0.002944695128417055,0.008751254393584342,0.8963079818463006,1.9790019037951112,2.421251902913653,3.0900880718556256,1.7127516054350356,0.9404680476913896,0.573966901238526
0,0.024745858446778655,0.021378369495981955,1000,0.21096760011278093,0.42072428253031346,0.05935395718079887,1.6987531766337298,1.2234486931352748,1.471779583131473,0.418091199879965,1.3283321207907903,2.7080796677701926,0.20820816639511183
0,0.012200491058330052,0.007097253752613212,1000,0.21345959999598563,0.05063748364808921,0.015943155546806663,1.714059479637032,2.905790041507693,1.4903390354851613,0.2757340578143186,1.1073045921735596,2.8943223586001783,2.113421709100762
0,0.03274992560717042,0.014641376222273192,1000,0.20680160005576909,0.013057062794173508,0.02479446132519296,0.1304725248991936,2.8360873901866275,0.17855626002926295,3.000401379694866,0.26666295796723727,0.38975168976802177,2.2422414916684796
0,0.013289198016701845,0.02266076000976167,1000,0.20957149984315038,0.12834003229167382,0.019632778386725353,0.8217855729603798,3.0126600701808943,0.4737424043908258,0.25643288254581487,1.005368642724683,2.087462518370885,1.4826662572381792
0,0.015438814990766287,0.012896954376130934,1000,0.2097333997953683,0.24213058597807255,0.04712906176348555,1.653620834379737,2.664021611541856,2.061043593298507,0.3824127822170436,0.2369185787148158,2.7599862340820778,1.925160737946423
1,0.00957794636263943,0.02701390877001427,685,0.1436048001050949,0.04593175053956701,0.028444397177092472,1.6326856777264511,2.48390913737273,1.2457323873208048,2.908730701403881,2.7956586252009448,0.7607765027820568,0.08059561172406937
1,0.007350154184426847,0.007715792207919634,137,0.03130950010381639,2.3877601212921575e-05,0.0009317264881303681,0.39945361860932005,0.5563299845415499,0.21791889894305472,3.135811169391513,2.0352677014722693,2.6546455971541105,1.5656058036322196
1,0.009778211586728426,0.024296847975997307,168,0.03954199980944395,0.0078055450081966436,0.01922573984944847,0.07035694891341082,1.673552559151684,0.9710257095092105,3.0577995411739107,1.2099295676176123,2.2781574277118786,1.5343064164732023
0,0.0396658909627096,0.053967687393822836,1000,0.2066164999268949,0.002376145734669979,0.00794429064209976,2.0873778032456434,1.7109523393672652,0.9925444833101488,3.0982500156242985,0.777915052081779,0.9199290301144214,0.7750127641385891
0,0.05124391003453478,0.09668951853379154,1000,0.20755710010416806,0.0009468517249358351,0.0020403812086498448,1.1729532916446725,0.1994821824987474,0.45142576044395,3.0176565830065067,1.6432636605178457,3.0961886609975573,2.330706826603847
1,0.008393455457144124,0.011563887475466366,471,0.1046523000113666,0.0005369919862216706,0.001986837363076105,1.9984448917090067,0.16068914707107185,0.2617326054687701,3.0882822639305876,1.538881206158826,0.13835120314217786,0.8439194255238704
