converged,pos_err,ori_err,n_iters,time_s,mu,kappa,dq_1,dq_2,dq_3
1,0.007865389218807662,0.010978866484470606,30,0.004469000006793067,1.0648224577104923,0.15053503438584462,1.9947835531757128,1.8255136543175432,0.21913460963128184
1,0.005377120716699613,0.0017674330366716884,202,0.030060799996135756,1.892727639010053,0.1715703646758162,3.0579474602930876,1.0536119033062876,0.5307181601792167
1,0.009340439237563471,0.0016634776318256344,56,0.008693099982338026,1.9029282732876216,0.1745827328393521,2.4740774826704532,2.6303058377661728,0.5632036645533076
1,0.008509641367668372,0.021722755886910385,37,0.006387400004314259,1.269687228283211,0.14659162207273937,2.1010019860408735,1.9270029489230103,0.08426819905611582
1,0.009172328416420485,0.0036467915878224317,265,0.03854390000924468,1.719885308375325,0.1959504500376255,3.005774561306865,2.5220432469600955,0.7640917384565085
1,0.009498343903705136,0.011223356435732659,42,0.006749699998181313,1.2546111727486768,0.18486126989791676,2.4294765033988,1.0390698404649523,0.6650501297528453
1,0.008787892526234914,0.006450064108401268,24,0.003950199985411018,2.051547870514494,0.152600058805859,0.12236281578418229,0.3937834382160652,0.264226679296522
1,0.007650357795866131,0.00351172437893864,31,0.0052426999900490046,1.87093179957036,0.15774440440478768,0.6222452516151389,2.2276233321969086,0.3538411903632381
1,0.0093952232670688,0.0031421987360859666,64,0.009697600005893037,1.8237731846550935,0.14716105109719163,2.1922514702557088,2.3723518905604344,0.11380942893611891
1,0.009003851313294075,0.0058268854231004275,26,0.004331100004492328,1.304582482162602,0.17938170081013471,0.3356043073251276,1.5960942750856235,0.6122642726267307
1,0.004940294000991688,0.000790742111182564,67,0.010102000000188127,1.8561770660163686,0.146058997664821,2.822972268875116,0.6540192484860152,0.040563816251489186
1,0.009514671634939582,0.00701316218963657,105,0.015727599995443597,1.2397481576124065,0.16596215961597796,3.0499857466450884,1.6128537868364299,0.46569851871792034
1,0.009437704522583528,0.01126044335609598,40,0.006941800005733967,1.0633489802570726,0.15546127481223135,0.8533508526780471,1.6405248695322447,0.31690741888294216
1,0.009961917618365306,0.009330636824925109,25,0.004090099973836914,1.3057686572851952,0.18467647861218978,1.4779848333895114,1.499124625974611,0.6633178959466814
1,0.008654309038758407,0.008575032860361162,26,0.0043443999893497676,2.3087139809507935,0.15470617605417666,1.471187513841775,0.21613243985661956,0.30381601068851793
1,0.007895515783467111,0.0017636158722909433,39,0.00600049999775365,1.8651174206075853,0.1793956318652293,0.8860066982920087,2.6062938177712027,0.6124025067670131
1,0.009977349694410966,0.003249675197907927,57,0.008679399994434789,2.195474923841774,0.1897056863245084,0.9524913554351092,2.1832577248598852,0.7094298785506665
1,0.007034268149548505,0.00477704075707826,41,0.00670719999470748,1.9754445178981606,0.19611909058642013,0.8948458582054073,1.9488629989222384,0.7655332254490141
1,0.00722647862328865,0.011711532126447008,31,0.005058400012785569,1.9232030941046219,0.14660564740893334,1.045450352724016,0.5701741088830343,0.08511768956924204
1,0.008720118828082876,0.004784318432855242,60,0.009647199971368536,1.2856788072825558,0.16516665303067837,2.833189453492725,2.122688886179862,0.4558846504824623
1,0.00583796681689324,0.0014935484637493997,20,0.0031792999943718314,1.7095974955875763,0.1578082417412608,0.24437393733678858,0.693495863913328,0.35482479200140915
1,0.008219932876341209,0.002543284949955641,24,0.0043876999989151955,2.0901802924239066,0.1629917168195125,0.510074218221841,2.3631059791834614,0.42812265935836846
1,0.009603392255774609,0.008714494082776466,26,0.004365600005257875,1.5498162268139049,0.1548320045897741,0.4365859133268932,0.8298114562225183,0.3060326379992073
1,0.00985381556963994,0.013802932896639373,117,0.017176800000015646,2.243488155634588,0.14720560726787432,1.1411406208058317,3.1291776183413345,0.11580700606656658
1,0.009256150004417112,0.01232311203964806,40,0.005963000003248453,1.094993514165619,0.14822430342008247,2.6041995918001635,1.2844245411308552,0.1546944634884686
