converged,pos_err,ori_err,n_iters,time_s,mu,kappa,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6
0,0.03400428555970673,0.05717646345613741,1000,0.24193429993465543,0.04651905440212678,0.013649298546739987,2.3083874502657697,2.7152542730232927,0.4213176275438176,0.057155349092605785,0.6863469915956792,0.14755825398239342
0,0.061254482434392875,0.07256714590065404,1000,0.21151930000633,0.31566806299013733,0.10443862816525659,0.6129532709622652,2.081669895705204,0.6016630405231459,2.255651886029073,1.544452531076824,1.016664451956494
1,0.009946709342424125,0.017892299139690558,171,0.039648500038310885,0.5175022912513908,0.10527278400160774,1.18167989113822,1.2029115834215478,0.7574095291799268,0.07658943127897544,1.3123132367010364,2.742440619669138
0,0.17523388616350374,0.37707713494774603,1000,0.23367180000059307,4.521196907330096e-17,4.3726009052748885e-17,2.7143116595617576,1.2286912880081564,2.3958239598115035e-17,0.4864399378202955,0.8711547973137045,0.4794757785053645
1,0.009934371249625177,0.0047596158232474425,109,0.022974599851295352,0.27954200375543503,0.0484643129217472,2.7681017951688798,2.0348653514273725,0.7229135506227179,0.9520174453624449,0.6412091700994784,0.19075883225172863
1,0.006795816733343423,0.020880411509842906,132,0.027782500023022294,0.4050074018624143,0.07041772455945335,2.0188604755442707,2.530014161074606,0.8952313306238338,2.150324806822118,2.065404439921757,2.230361316257772
1,0.006221182245472817,0.06081203604396252,541,0.10943539999425411,0.12807195785132083,0.03500043063501985,1.086288499659966,2.952367445749779,0.8376005048239928,3.0983193417446433,1.3273006355177015,0.3157126955644838
0,0.05195450464875384,0.1711534137066811,1000,0.20339269982650876,0.016707261078565794,0.007558158077858101,2.0044615117596862,0.8182629869848177,0.18631432734639874,0.9639396115187324,0.7199495588230107,0.23210169499632372
0,0.03517413756832116,0.025914786602980827,1000,0.20242280000820756,0.08058081966227316,0.04406892434632272,0.7376310087925333,1.4578521971314122,0.6730584357716143,1.9789913023895167,2.9616021724364145,1.2708352868638357
0,0.0249105462871709,0.03739461280658106,1000,0.19947139988653362,0.0010978257612062718,0.00027980714939744073,2.8511782341676346,2.7876513403738987,0.07416991325303142,2.786538521561333,0.6135511508844882,1.0623293541534498
0,0.03618959058711502,0.0629867356044053,1000,0.19871790008619428,0.0013452712824170562,0.0033257803072954304,0.34390366627113433,1.6179299477896105,0.053437949249515046,0.44099535961893244,0.4911278613841575,0.630455894759745
1,0.009918149636700452,0.02252377950002564,60,0.01422660006210208,0.6396306555902247,0.15000600279992074,0.3318444683784034,1.5084709250146053,0.8620991066253149,0.4288583125781251,2.101796395956326,1.144933655145958
0,0.030195033100786937,0.05386971033220003,1000,0.20067150006070733,0.5410577485150078,0.1394570772621239,2.3140372833319085,1.768406479266062,0.7703954059516818,0.1519551341810672,1.1936482969624294,0.0412347994907547
0,0.0989160105149749,0.19951510804440428,1000,0.20098689990118146,1.98714857842129e-17,1.3797812229431753e-17,1.3805505076478326,1.1452202006459915,0.0,0.20363169488012556,2.7181747419038427,1.0262805326750497
1,0.0027458875893652266,0.011500231699236923,241,0.050689300056546926,0.39557532680299295,0.1373694483972325,0.09140436341559832,0.5669587014105284,0.976796625087462,0.04871527599652836,2.2596852359774235,1.4262298961217572
0,0.017105846483909372,0.021852289650754295,1000,0.21062179980799556,0.39575160280190924,0.08046736162178932,1.5493178892327055,0.8852578176046677,0.7628900114000032,0.2082198552015324,2.068997021857859,0.24033174741142282
1,0.009975523576984089,0.019499578904603757,413,0.09333579987287521,0.23620653747063633,0.07778761948242449,2.3358516576816957,0.33106092327971387,0.9681949466996284,2.9493820601932765,2.2545412432201175,3.0488433625653935
0,0.04866937082607327,0.05513347451885099,1000,0.2095347000285983,0.04839592093707469,0.01189774631806864,1.5236352172340304,0.09649442925783225,0.7551321002144391,0.3542335074546994,1.0777955966379622,1.1634925735072832
0,0.17611859901164198,0.11270476467212061,1000,0.20366950007155538,1.1448129460937754e-12,2.898437088678018e-13,0.5525448342102455,0.3911370322365548,2.275793552873194e-06,0.01823268653658605,2.5231314869356822,0.9294722523175096
