converged,pos_err,ori_err,n_iters,time_s,mu,kappa,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7
1,0.0008784305324845087,0.0004637183059604936,42,0.003959800000302494,0.08761681998570187,0.011593285783021016,0.5414173577575698,2.7907419164884884,0.384874614847488,0.44676324655113264,0.9816629329222777,0.1005856885172891,2.041057428759755
1,0.0009395959231435191,0.00046730003492987017,69,0.006473999994341284,0.564777451954225,0.026924496307425293,1.0590734915745879,0.6118950381911165,0.8180734439491193,0.34252804852501134,0.35221957532125137,1.2181749005790257,2.5499729520821033
1,0.0007122585246600613,0.00026347687969853646,7,0.0009477999992668629,1.3006750979311654,0.09869171861738517,1.1819038632165704,2.208350916611801,2.9203941470441945,1.297616201009681,0.5768523722627927,1.0962699493314148,0.6805319940937045
1,0.0009606135406176811,0.0003275111491558398,15,0.0019647000008262694,0.020075730784041224,0.028914889274653445,0.3525658917655097,2.9887283035481587,0.37599695443721304,2.993023079991584,0.2958513472698665,2.392490478521775,1.0801974296706365
1,0.0009964349596886613,0.0004762302071136226,392,0.034916199976578355,0.00018554315835503477,0.002794067277810256,2.1606234922402097,1.7308274245313382,1.2972474183034617,3.1299501437797534,0.2807534253765751,2.4086780200618336,1.7481913316513835
1,0.0009510571502071047,0.0001861784267113841,28,0.003817100019659847,0.13281107738794556,0.019715543300706427,1.284675400468294,1.1720812501329334,1.859889202015181,0.13330093803876775,2.00717653891299,2.763583372871386,2.5545994628798336
1,0.0009873585920968711,0.00017698077807237116,30,0.0031547999824397266,0.02962963202705367,0.013767047832930833,2.339480140679874,2.9055860954875903,2.4677522617333376,0.1181926375953446,2.4052655492153256,2.775014899136358,1.2975249448433388
1,0.0009363213651829921,0.00011476365442974302,30,0.0036276000319048762,0.014248507726998535,0.02354724252391497,1.1351786478328982,0.6164586663228553,2.298331469843883,2.97449629452022,1.6121514003452837,2.6541015775652737,0.4880106748075783
1,0.0009996464192758036,0.0005505369075561646,14,0.0017240000306628644,0.26411510616199835,0.03423421569839139,1.42524559876259,3.1105979700110584,2.5775664021271005,0.5272632676914379,0.8203334635425832,1.9485329491154588,1.3880033941530807
1,0.0007620711414334047,0.0001897824987401933,18,0.0018700999789871275,0.13491672348148334,0.024335603692463872,1.3774937154956197,2.6475794133264317,0.07547665594099406,0.1855259028610594,2.084946144853747,2.638261117266839,1.860320337552487
1,0.0006435064878033981,0.00033918052878655856,14,0.0014491999754682183,0.04977841524036912,0.032097892331563745,2.6730201816023813,2.7602765316828375,0.6324941211403692,2.9334371076367645,0.44397527957582117,1.2917492259886139,0.8866839179478987
1,0.0009978533181264166,0.00022116078656640815,557,0.04979769996134564,0.00013867110635904742,0.0031246757701673296,1.706296310095948,0.8563179247827511,0.19098521063131102,3.1302834672334967,3.0072638144006456,2.887574678659006,0.9285996244579842
1,0.0008676289901321289,9.698843085319329e-05,23,0.0027188999811187387,0.008013527614948002,0.021329645439534552,2.8559231057927548,2.2880899520639413,0.5875070584059943,3.0303209349223517,0.9744334189006087,2.9151268285715917,1.633659150538172
1,0.0009795606834187781,0.0005044085402861289,31,0.0030120000010356307,0.020919525794890325,0.030649371816266494,2.448885945954513,1.6860493503099885,1.541777008048025,3.0193574197222883,2.971789090331665,2.6578051678015777,0.8604780573837179
1,0.0009102323733580546,0.00017610651283456383,16,0.0017467999714426696,0.03959661444133071,0.04192980814087068,0.1480277142634785,0.5688144626164688,1.9467631260909837,2.869078580601581,1.705225392531779,2.4993315690245073,1.8029542831530112
